OrderID,CustomerID,OrderDate,OrderStatus,PaymentMethod,ShippingMethod,Currency,OrderTotal,DiscountAmount,TaxAmount,ShippingCost
O00000272,C00012294,2025-07-14,Delivered,Credit Card,Express,USD,8354.11,0,1670.82,4.99
O00000273,C00028473,2023-07-10,Delivered,Google Pay,Pickup Point,USD,1339.98,0,268.0,14.99
O00000274,C00008800,2024-10-23,Shipped,Apple Pay,Pickup Point,USD,5264.7,0,1052.94,0.0
O00000275,C00001506,2023-07-23,Delivered,Google Pay,Standard,USD,279.25,0,55.85,0.0
O00000276,C00014960,2023-01-02,Returned,Google Pay,Standard,USD,1517.94,0,303.59,9.99
O00000277,C00003059,2025-01-08,Delivered,Apple Pay,Pickup Point,USD,2659.01,0,531.8,0.0
O00000278,C00023790,2024-04-24,Delivered,Credit Card,Pickup Point,USD,1580.71,0,316.14,9.99
O00000279,C00015625,2023-06-09,Delivered,PayPal,Pickup Point,USD,6126.92,0,1225.38,9.99
O00000280,C00015654,2023-05-26,Delivered,Credit Card,Pickup Point,USD,963.3,0,192.66,4.99
O00000281,C00012045,2024-09-04,Delivered,PayPal,Pickup Point,USD,6553.77,0,1310.75,4.99
O00000282,C00014422,2024-12-20,Delivered,PayPal,Express,USD,3761.18,0,752.24,4.99
O00000283,C00010306,2023-10-14,Delivered,Credit Card,Standard,USD,8145.79,0,1629.16,9.99
O00000284,C00024506,2025-03-13,Delivered,Credit Card,Standard,USD,9113.77,0,1822.75,0.0
O00000285,C00011833,2024-10-10,Delivered,Debit Card,Express,USD,5605.13,0,1121.03,14.99
O00000286,C00000452,2024-06-20,Delivered,Credit Card,Express,USD,8013.72,0,1602.74,14.99
O00000287,C00009093,2023-06-21,Delivered,Debit Card,Standard,USD,7522.15,0,1504.43,4.99
O00000288,C00010164,2025-06-14,Delivered,PayPal,Standard,USD,1917.57,0,383.51,0.0
O00000289,C00020064,2023-04-23,Delivered,PayPal,Standard,USD,5423.19,0,1084.64,0.0
O00000290,C00022987,2023-01-24,Delivered,Apple Pay,Pickup Point,USD,6220.83,0,1244.17,14.99
O00000291,C00025279,2023-03-02,Delivered,Google Pay,Express,USD,393.02,0,78.6,4.99
O00000292,C00016258,2025-07-21,Delivered,Credit Card,Express,USD,871.14,0,174.23,0.0
O00000293,C00029304,2023-08-25,Delivered,Debit Card,Standard,USD,422.62,0,84.52,14.99
O00000294,C00001507,2025-08-24,Delivered,PayPal,Standard,USD,1666.98,0,333.4,4.99
O00000295,C00007357,2024-10-21,Delivered,Apple Pay,Express,USD,1491.8,0,298.36,0.0
O00000296,C00003913,2025-10-25,Delivered,Credit Card,Standard,USD,2332.39,0,466.48,0.0
O00000297,C00028738,2025-08-10,Shipped,Apple Pay,Express,USD,1946.11,0,389.22,14.99
O00000298,C00000262,2025-01-25,Delivered,Debit Card,Express,USD,4252.76,0,850.55,14.99
O00000299,C00025317,2024-02-05,Delivered,Debit Card,Standard,USD,2040.99,0,408.2,4.99
O00000300,C00017746,2024-12-10,Delivered,Credit Card,Express,USD,892.16,0,178.43,9.99
O00000301,C00027821,2024-09-21,Delivered,Debit Card,Standard,USD,5038.91,0,1007.78,9.99
O00000302,C00022966,2025-02-01,Delivered,Credit Card,Pickup Point,USD,784.17,0,156.83,14.99
O00000303,C00020881,2025-03-18,Delivered,Debit Card,Standard,USD,6007.35,0,1201.47,9.99
O00000304,C00010423,2025-07-16,Delivered,Credit Card,Standard,USD,7646.78,0,1529.36,4.99
O00000305,C00005387,2025-07-09,Delivered,Google Pay,Standard,USD,2057.5,0,411.5,0.0
O00000306,C00002963,2023-11-19,Shipped,Apple Pay,Pickup Point,USD,567.83,0,113.57,9.99
O00000307,C00004861,2023-07-06,Delivered,Apple Pay,Express,USD,5042.45,0,1008.49,9.99
O00000308,C00008526,2023-12-23,Delivered,Google Pay,Express,USD,2155.82,0,431.16,9.99
O00000309,C00003980,2023-01-25,Delivered,PayPal,Standard,USD,6762.74,0,1352.55,9.99
O00000310,C00019082,2024-06-14,Processing,Credit Card,Standard,USD,949.95,0,189.99,0.0
O00000311,C00026520,2023-09-21,Delivered,Apple Pay,Standard,USD,3781.0,0,756.2,0.0
O00000312,C00005505,2025-06-06,Shipped,Google Pay,Express,USD,3452.26,0,690.45,4.99
O00000313,C00005663,2024-12-25,Delivered,PayPal,Express,USD,6360.3,0,1272.06,14.99
O00000314,C00016348,2025-04-23,Processing,Google Pay,Standard,USD,2890.26,0,578.05,0.0
O00000315,C00004497,2025-05-08,Delivered,Debit Card,Standard,USD,1796.53,0,359.31,0.0
O00000316,C00015719,2025-09-19,Delivered,Debit Card,Pickup Point,USD,3768.04,0,753.61,14.99
O00000317,C00000961,2024-07-29,Delivered,Google Pay,Pickup Point,USD,2888.55,0,577.71,0.0
O00000318,C00008734,2025-12-28,Shipped,Credit Card,Standard,USD,7291.79,0,1458.36,14.99
O00000319,C00029950,2023-02-27,Delivered,Apple Pay,Pickup Point,USD,9261.02,0,1852.2,9.99
O00000320,C00005753,2025-10-01,Delivered,Credit Card,Standard,USD,1924.77,0,384.95,4.99
O00000321,C00020124,2024-02-17,Shipped,Apple Pay,Pickup Point,USD,3965.56,0,793.11,0.0
O00000322,C00019223,2023-10-18,Delivered,Debit Card,Express,USD,545.35,0,109.07,14.99
O00000323,C00019203,2023-07-26,Delivered,Apple Pay,Standard,USD,4017.49,0,803.5,9.99
O00000324,C00021273,2024-10-11,Delivered,Debit Card,Pickup Point,USD,4864.0,0,972.8,9.99
O00000325,C00004173,2023-12-30,Delivered,Debit Card,Express,USD,1759.69,0,351.94,9.99
O00000326,C00026503,2024-03-28,Delivered,Credit Card,Express,USD,1281.65,0,256.33,0.0
O00000327,C00010470,2023-12-10,Delivered,Credit Card,Pickup Point,USD,5003.62,0,1000.72,0.0
O00000328,C00011485,2024-06-09,Delivered,Credit Card,Standard,USD,3552.64,0,710.53,9.99
O00000329,C00003324,2025-09-08,Delivered,Debit Card,Pickup Point,USD,834.47,0,166.89,14.99
O00000330,C00009664,2023-02-11,Delivered,Credit Card,Standard,USD,2505.73,0,501.15,9.99
O00000331,C00011074,2025-09-15,Delivered,Google Pay,Pickup Point,USD,4422.78,0,884.56,0.0
O00000332,C00003319,2024-11-09,Delivered,PayPal,Express,USD,3613.81,0,722.76,14.99
O00000333,C00012875,2025-10-02,Delivered,Apple Pay,Standard,USD,4353.84,0,870.77,0.0
O00000334,C00005598,2024-08-20,Cancelled,Google Pay,Standard,USD,2571.83,0,514.37,0.0
O00000335,C00006059,2025-01-29,Processing,Apple Pay,Standard,USD,7902.79,0,1580.56,14.99
O00000336,C00004953,2023-07-18,Delivered,Apple Pay,Pickup Point,USD,7203.43,0,1440.69,14.99
O00000337,C00018767,2024-04-27,Delivered,Credit Card,Express,USD,893.61,0,178.72,14.99
O00000338,C00003942,2025-07-08,Delivered,PayPal,Standard,USD,3128.99,0,625.8,14.99
O00000339,C00022385,2025-06-10,Delivered,PayPal,Pickup Point,USD,8000.37,0,1600.07,14.99
O00000340,C00018090,2024-10-29,Shipped,Debit Card,Express,USD,1230.82,0,246.16,14.99
O00000341,C00003688,2025-04-28,Delivered,Debit Card,Pickup Point,USD,1138.37,0,227.67,9.99
O00000342,C00025748,2024-08-08,Shipped,Apple Pay,Express,USD,3927.85,0,785.57,0.0
O00000343,C00009025,2025-04-05,Delivered,Debit Card,Pickup Point,USD,4061.87,0,812.37,4.99
O00000344,C00000663,2024-11-22,Shipped,Apple Pay,Express,USD,2764.19,0,552.84,4.99
O00000345,C00025364,2024-10-19,Delivered,Google Pay,Pickup Point,USD,1564.36,0,312.87,9.99
O00000346,C00006927,2025-04-13,Delivered,Debit Card,Express,USD,5722.8,0,1144.56,14.99
O00000347,C00002151,2024-09-29,Delivered,Google Pay,Standard,USD,1849.33,0,369.87,4.99
O00000348,C00028678,2024-02-16,Shipped,PayPal,Standard,USD,12469.53,0,2493.91,9.99
O00000349,C00020822,2023-09-11,Delivered,PayPal,Express,USD,2012.54,0,402.51,14.99
O00000350,C00027449,2024-06-13,Delivered,Credit Card,Express,USD,1928.92,0,385.78,4.99
O00000351,C00005339,2024-03-14,Shipped,PayPal,Pickup Point,USD,1582.61,0,316.52,9.99
O00000352,C00028333,2023-01-19,Delivered,PayPal,Pickup Point,USD,6917.51,0,1383.5,9.99
O00000353,C00019935,2024-09-17,Delivered,Apple Pay,Express,USD,11589.99,0,2318.0,9.99
O00000354,C00019153,2023-07-29,Delivered,Apple Pay,Pickup Point,USD,6293.89,0,1258.78,4.99
O00000355,C00020992,2024-10-27,Shipped,Apple Pay,Pickup Point,USD,2460.12,0,492.02,9.99
O00000356,C00021645,2024-10-16,Delivered,Credit Card,Pickup Point,USD,6787.33,0,1357.47,14.99
O00000357,C00011245,2024-03-31,Delivered,Google Pay,Pickup Point,USD,4725.59,0,945.12,0.0
O00000358,C00015427,2023-09-20,Delivered,Debit Card,Standard,USD,7902.55,0,1580.51,0.0
O00000359,C00013779,2024-11-09,Delivered,Debit Card,Express,USD,9875.94,0,1975.19,4.99
O00000360,C00028427,2025-02-20,Delivered,Google Pay,Standard,USD,5105.65,0,1021.13,14.99
O00000361,C00018659,2025-07-26,Delivered,PayPal,Standard,USD,8086.01,0,1617.2,14.99
O00000362,C00024943,2023-12-12,Delivered,PayPal,Express,USD,1323.44,0,264.69,14.99
O00000363,C00020759,2025-05-29,Delivered,Google Pay,Express,USD,1755.97,0,351.19,4.99
O00000364,C00023943,2025-02-03,Cancelled,Apple Pay,Pickup Point,USD,3725.78,0,745.16,4.99
O00000365,C00007415,2024-12-06,Delivered,Credit Card,Express,USD,3927.65,0,785.53,14.99
O00000366,C00023850,2025-12-01,Delivered,Apple Pay,Express,USD,6433.39,0,1286.68,14.99
O00000367,C00005403,2025-04-06,Delivered,PayPal,Pickup Point,USD,5227.91,0,1045.58,14.99
O00000368,C00004036,2025-01-20,Delivered,Credit Card,Express,USD,4622.61,0,924.52,9.99
O00000369,C00021417,2023-02-10,Delivered,Credit Card,Express,USD,6549.52,0,1309.9,0.0
O00000370,C00009867,2025-05-11,Delivered,Debit Card,Express,USD,4503.67,0,900.73,14.99
O00000371,C00009264,2023-08-22,Delivered,Google Pay,Standard,USD,5234.64,0,1046.93,0.0
O00000372,C00009679,2023-11-25,Delivered,Google Pay,Standard,USD,5938.98,0,1187.8,0.0
O00000373,C00004888,2023-07-04,Delivered,Credit Card,Pickup Point,USD,3731.4,0,746.28,0.0
O00000374,C00014967,2024-08-29,Delivered,Credit Card,Standard,USD,3830.88,0,766.18,9.99
O00000375,C00013960,2023-08-26,Delivered,Credit Card,Standard,USD,7869.71,0,1573.94,4.99
O00000376,C00029312,2025-06-15,Cancelled,Apple Pay,Pickup Point,USD,1398.57,0,279.71,9.99
O00000377,C00005993,2023-08-22,Delivered,Google Pay,Express,USD,12574.76,0,2514.95,0.0
O00000378,C00027668,2023-11-23,Delivered,Debit Card,Express,USD,8558.3,0,1711.66,0.0
O00000379,C00003701,2025-04-22,Delivered,Credit Card,Express,USD,6595.04,0,1319.01,14.99
O00000380,C00014184,2024-05-24,Delivered,Google Pay,Standard,USD,1828.37,0,365.67,9.99
O00000381,C00016567,2025-08-19,Shipped,PayPal,Standard,USD,9422.53,0,1884.51,14.99
O00000382,C00013215,2024-04-26,Delivered,Google Pay,Pickup Point,USD,9011.48,0,1802.3,0.0
O00000383,C00003364,2025-04-06,Delivered,Debit Card,Pickup Point,USD,300.72,0,60.14,9.99
O00000384,C00029168,2025-11-07,Delivered,Google Pay,Express,USD,4558.81,0,911.76,9.99
O00000385,C00023484,2025-01-14,Delivered,Credit Card,Standard,USD,2377.36,0,475.47,0.0
O00000386,C00017947,2025-12-05,Delivered,Credit Card,Standard,USD,3607.02,0,721.4,4.99
O00000387,C00003505,2024-06-04,Delivered,PayPal,Standard,USD,4746.13,0,949.23,9.99
O00000388,C00025302,2025-07-11,Delivered,Debit Card,Pickup Point,USD,5402.49,0,1080.5,0.0
O00000389,C00018129,2025-06-05,Shipped,Google Pay,Pickup Point,USD,9924.0,0,1984.8,4.99
O00000390,C00003394,2025-03-04,Delivered,Debit Card,Express,USD,5547.66,0,1109.53,14.99
O00000391,C00004528,2025-04-25,Delivered,Debit Card,Express,USD,8319.92,0,1663.98,4.99
O00000392,C00022499,2024-12-08,Processing,PayPal,Pickup Point,USD,5968.17,0,1193.63,9.99
O00000393,C00024930,2024-12-22,Delivered,Debit Card,Pickup Point,USD,9300.06,0,1860.01,4.99
O00000394,C00004763,2023-04-19,Delivered,PayPal,Express,USD,1721.46,0,344.29,0.0
O00000395,C00022630,2024-08-27,Delivered,Debit Card,Standard,USD,7976.0,0,1595.2,14.99
O00000396,C00007786,2025-11-12,Delivered,Apple Pay,Pickup Point,USD,984.78,0,196.96,9.99
O00000397,C00013651,2024-10-02,Cancelled,Credit Card,Standard,USD,8440.45,0,1688.09,4.99
O00000398,C00025433,2024-02-01,Delivered,PayPal,Pickup Point,USD,236.31,0,47.26,14.99
O00000399,C00024088,2025-11-18,Delivered,Credit Card,Express,USD,8668.2,0,1733.64,9.99
O00000400,C00000185,2024-11-07,Delivered,PayPal,Standard,USD,6474.87,0,1294.97,9.99
O00000401,C00016075,2025-01-03,Delivered,Apple Pay,Pickup Point,USD,5665.3,0,1133.06,14.99
O00000402,C00013630,2025-04-06,Delivered,PayPal,Standard,USD,3736.12,0,747.22,0.0
O00000403,C00018394,2023-01-19,Delivered,Apple Pay,Express,USD,5841.06,0,1168.21,4.99
O00000404,C00012497,2023-08-21,Delivered,Debit Card,Pickup Point,USD,6157.45,0,1231.49,0.0
O00000405,C00009714,2024-01-30,Delivered,Credit Card,Standard,USD,9558.93,0,1911.79,9.99
O00000406,C00006907,2024-03-12,Shipped,Google Pay,Standard,USD,11103.19,0,2220.64,0.0
O00000407,C00024475,2023-11-11,Delivered,Apple Pay,Standard,USD,401.63,0,80.33,14.99
O00000408,C00005833,2024-05-30,Delivered,Debit Card,Standard,USD,6188.94,0,1237.79,14.99
O00000409,C00000554,2025-03-08,Delivered,Debit Card,Standard,USD,5913.57,0,1182.71,4.99
O00000410,C00022967,2023-05-29,Delivered,Debit Card,Standard,USD,7117.55,0,1423.51,9.99
O00000411,C00012499,2025-03-20,Shipped,Credit Card,Express,USD,5666.34,0,1133.27,4.99
O00000412,C00026109,2024-08-27,Cancelled,PayPal,Express,USD,2587.99,0,517.6,9.99
O00000413,C00017602,2023-06-24,Delivered,Apple Pay,Standard,USD,4916.83,0,983.37,14.99
O00000414,C00005943,2023-04-22,Shipped,Debit Card,Express,USD,981.0,0,196.2,0.0
O00000415,C00008215,2023-07-21,Delivered,Debit Card,Express,USD,9386.98,0,1877.4,9.99
O00000416,C00020301,2023-05-23,Processing,Apple Pay,Express,USD,13225.54,0,2645.11,14.99
O00000417,C00005526,2023-01-10,Delivered,PayPal,Pickup Point,USD,8071.38,0,1614.28,0.0
O00000418,C00025388,2024-09-17,Delivered,Credit Card,Standard,USD,3940.3,0,788.06,0.0
O00000419,C00029207,2024-02-07,Delivered,Credit Card,Pickup Point,USD,130.61,0,26.12,4.99
O00000420,C00026629,2025-04-09,Delivered,PayPal,Standard,USD,6520.06,0,1304.01,0.0
O00000421,C00007318,2024-08-18,Delivered,Debit Card,Pickup Point,USD,533.96,0,106.79,9.99
O00000422,C00016456,2023-01-22,Delivered,Debit Card,Pickup Point,USD,7140.67,0,1428.13,0.0
O00000423,C00005871,2023-10-27,Delivered,Google Pay,Express,USD,791.89,0,158.38,14.99
O00000424,C00007594,2023-05-09,Delivered,PayPal,Standard,USD,3271.2,0,654.24,0.0
O00000425,C00014898,2023-04-06,Delivered,Apple Pay,Standard,USD,7927.91,0,1585.58,9.99
O00000426,C00011971,2023-06-09,Delivered,Google Pay,Standard,USD,11082.55,0,2216.51,14.99
O00000427,C00014415,2023-12-06,Delivered,Debit Card,Pickup Point,USD,3022.87,0,604.57,9.99
O00000428,C00021664,2024-04-16,Delivered,Apple Pay,Pickup Point,USD,1323.58,0,264.72,0.0
O00000429,C00015697,2024-03-07,Delivered,Google Pay,Standard,USD,702.85,0,140.57,9.99
O00000430,C00004415,2025-11-15,Delivered,Debit Card,Standard,USD,1813.69,0,362.74,4.99
O00000431,C00005900,2025-11-24,Cancelled,Debit Card,Pickup Point,USD,2358.92,0,471.78,14.99
O00000432,C00002810,2024-03-19,Delivered,Google Pay,Express,USD,6273.93,0,1254.79,9.99
O00000433,C00026038,2024-01-08,Delivered,Debit Card,Express,USD,5048.63,0,1009.73,9.99
O00000434,C00007531,2025-02-13,Delivered,Credit Card,Standard,USD,4239.61,0,847.92,14.99
O00000435,C00005814,2025-09-01,Processing,Debit Card,Standard,USD,909.93,0,181.99,4.99
O00000436,C00021607,2023-09-24,Processing,Debit Card,Standard,USD,11773.56,0,2354.71,9.99
O00000437,C00025873,2025-02-19,Delivered,Debit Card,Standard,USD,6186.23,0,1237.25,14.99
O00000438,C00008448,2024-01-23,Delivered,Credit Card,Pickup Point,USD,1663.83,0,332.77,14.99
O00000439,C00012289,2024-02-25,Delivered,Apple Pay,Express,USD,6455.57,0,1291.11,0.0
O00000440,C00018504,2025-01-18,Delivered,Google Pay,Standard,USD,7920.39,0,1584.08,0.0
O00000441,C00018929,2024-12-06,Delivered,Google Pay,Pickup Point,USD,9464.73,0,1892.95,4.99
O00000442,C00014635,2023-11-28,Delivered,Debit Card,Express,USD,3272.93,0,654.59,14.99
O00000443,C00026358,2023-07-06,Shipped,Google Pay,Pickup Point,USD,7053.84,0,1410.77,0.0
O00000444,C00023741,2025-02-26,Processing,Google Pay,Pickup Point,USD,2423.45,0,484.69,4.99
O00000445,C00006610,2025-11-27,Delivered,Credit Card,Pickup Point,USD,6520.95,0,1304.19,4.99
O00000446,C00011788,2024-05-04,Delivered,PayPal,Standard,USD,8832.56,0,1766.51,0.0
O00000447,C00016966,2023-02-01,Delivered,Credit Card,Standard,USD,1320.1,0,264.02,4.99
O00000448,C00014902,2025-04-07,Delivered,Apple Pay,Standard,USD,7816.08,0,1563.22,14.99
O00000449,C00026311,2025-11-17,Cancelled,Debit Card,Pickup Point,USD,7836.42,0,1567.28,0.0
O00000450,C00025415,2025-07-28,Delivered,Debit Card,Standard,USD,9709.36,0,1941.87,9.99
O00000451,C00026220,2024-10-08,Delivered,Apple Pay,Pickup Point,USD,2960.72,0,592.14,9.99
O00000452,C00008135,2024-08-11,Delivered,Apple Pay,Standard,USD,4707.13,0,941.43,0.0
O00000453,C00029305,2024-07-05,Delivered,PayPal,Express,USD,1653.32,0,330.66,9.99
O00000454,C00007511,2024-02-20,Shipped,Debit Card,Express,USD,1784.91,0,356.98,9.99
O00000455,C00020114,2023-01-14,Delivered,Debit Card,Standard,USD,8107.26,0,1621.45,0.0
O00000456,C00013038,2024-03-30,Delivered,PayPal,Standard,USD,6530.54,0,1306.11,9.99
O00000457,C00022881,2025-11-27,Delivered,Credit Card,Standard,USD,2115.44,0,423.09,9.99
O00000458,C00020080,2024-06-15,Delivered,Apple Pay,Standard,USD,7315.93,0,1463.19,14.99
O00000459,C00006899,2025-05-08,Delivered,Apple Pay,Express,USD,6753.85,0,1350.77,4.99
O00000460,C00026349,2024-04-27,Delivered,Google Pay,Standard,USD,5573.06,0,1114.61,14.99
O00000461,C00005788,2025-05-13,Delivered,Debit Card,Pickup Point,USD,9173.66,0,1834.73,14.99
O00000462,C00022628,2023-12-01,Delivered,Apple Pay,Express,USD,834.4,0,166.88,9.99
O00000463,C00008513,2025-01-09,Delivered,Debit Card,Express,USD,4459.56,0,891.91,4.99
O00000464,C00018903,2023-12-24,Cancelled,Apple Pay,Express,USD,8734.41,0,1746.88,4.99
O00000465,C00020109,2024-08-09,Delivered,PayPal,Standard,USD,2382.93,0,476.59,0.0
O00000466,C00007479,2024-10-04,Delivered,Apple Pay,Pickup Point,USD,3601.97,0,720.39,4.99
O00000467,C00013566,2023-12-09,Delivered,Credit Card,Standard,USD,5730.38,0,1146.08,0.0
O00000468,C00006901,2023-12-08,Delivered,Credit Card,Standard,USD,8648.15,0,1729.63,14.99
O00000469,C00020254,2023-11-15,Delivered,Google Pay,Express,USD,2293.1,0,458.62,9.99
O00000470,C00004302,2025-12-14,Shipped,Credit Card,Standard,USD,8631.16,0,1726.23,14.99
O00000471,C00004428,2023-12-29,Delivered,Google Pay,Pickup Point,USD,11429.25,0,2285.85,0.0
O00000472,C00010089,2025-01-19,Delivered,PayPal,Express,USD,508.41,0,101.68,4.99
O00000473,C00011269,2024-08-10,Delivered,Credit Card,Pickup Point,USD,5740.47,0,1148.09,14.99
O00000474,C00006180,2025-04-23,Processing,Google Pay,Express,USD,4193.57,0,838.71,9.99
O00000475,C00008618,2023-06-12,Delivered,PayPal,Pickup Point,USD,2891.01,0,578.2,14.99
O00000476,C00004477,2024-08-16,Delivered,Google Pay,Pickup Point,USD,5851.04,0,1170.21,4.99
O00000477,C00006093,2023-07-29,Delivered,PayPal,Pickup Point,USD,8370.51,0,1674.1,0.0
O00000478,C00011204,2025-05-10,Delivered,Google Pay,Express,USD,7341.31,0,1468.26,0.0
O00000479,C00002340,2025-08-20,Delivered,Apple Pay,Express,USD,420.25,0,84.05,4.99
O00000480,C00012610,2025-06-26,Delivered,Credit Card,Standard,USD,15097.08,0,3019.42,4.99
O00000481,C00010587,2023-11-21,Delivered,Credit Card,Pickup Point,USD,1091.05,0,218.21,4.99
O00000482,C00020924,2024-09-03,Delivered,Credit Card,Pickup Point,USD,3836.69,0,767.34,14.99
O00000483,C00010634,2023-01-31,Delivered,Apple Pay,Pickup Point,USD,1733.04,0,346.61,9.99
O00000484,C00000293,2023-03-28,Delivered,Google Pay,Pickup Point,USD,1819.81,0,363.96,4.99
O00000485,C00016382,2023-07-07,Delivered,Apple Pay,Pickup Point,USD,1681.5,0,336.3,0.0
O00000486,C00021122,2023-11-12,Delivered,Credit Card,Standard,USD,7776.34,0,1555.27,14.99
O00000487,C00011737,2023-10-03,Delivered,Credit Card,Express,USD,7470.99,0,1494.2,4.99
O00000488,C00010607,2025-08-17,Delivered,Debit Card,Pickup Point,USD,4025.77,0,805.15,14.99
O00000489,C00026851,2024-06-23,Delivered,Google Pay,Standard,USD,9669.75,0,1933.95,9.99
O00000490,C00021571,2025-03-04,Delivered,Google Pay,Pickup Point,USD,7557.54,0,1511.51,0.0
O00000491,C00021002,2024-10-21,Delivered,Debit Card,Pickup Point,USD,1509.97,0,301.99,14.99
O00000492,C00005854,2023-03-06,Delivered,Google Pay,Standard,USD,928.22,0,185.64,9.99
O00000493,C00021559,2025-09-30,Delivered,Debit Card,Express,USD,1083.36,0,216.67,9.99
O00000494,C00019856,2023-05-26,Delivered,PayPal,Pickup Point,USD,8870.75,0,1774.15,9.99
O00000495,C00026990,2024-06-28,Delivered,Credit Card,Express,USD,1814.68,0,362.94,9.99
O00000496,C00003317,2024-04-18,Delivered,PayPal,Standard,USD,6560.12,0,1312.02,9.99
O00000497,C00024449,2023-08-05,Delivered,Debit Card,Express,USD,6144.61,0,1228.92,9.99
O00000498,C00021547,2023-11-20,Delivered,Debit Card,Express,USD,3791.94,0,758.39,9.99
O00000499,C00027072,2024-10-24,Delivered,Debit Card,Pickup Point,USD,3700.68,0,740.14,14.99
O00000500,C00014664,2025-03-24,Delivered,Credit Card,Express,USD,215.94,0,43.19,0.0
O00000501,C00029175,2024-09-10,Delivered,PayPal,Standard,USD,5980.7,0,1196.14,9.99
O00000502,C00015086,2024-12-29,Delivered,Apple Pay,Express,USD,3806.94,0,761.39,14.99
O00000503,C00018694,2025-03-29,Delivered,PayPal,Pickup Point,USD,408.12,0,81.62,0.0
O00000504,C00025982,2025-09-15,Delivered,Debit Card,Standard,USD,2320.51,0,464.1,14.99
O00000505,C00028830,2025-06-08,Delivered,Credit Card,Standard,USD,2082.43,0,416.49,0.0
O00000506,C00001774,2024-09-16,Delivered,Apple Pay,Pickup Point,USD,5258.77,0,1051.75,0.0
O00000507,C00022074,2025-03-15,Cancelled,Debit Card,Pickup Point,USD,109.51,0,21.9,9.99
O00000508,C00009496,2025-03-18,Delivered,Apple Pay,Standard,USD,7607.35,0,1521.47,0.0
