OrderID,CampaignID,AttributionModel,ConversionDays,CampaignChannel
O00000991,M0787,Time Decay,5,Search
O00000993,M0299,Last Click,16,Social
O00000994,M0439,Last Click,30,Search
O00000996,M0242,Last Click,13,Affiliate
O00000997,M0547,First Click,2,Affiliate
O00000998,M0238,Last Click,6,Email
O00000999,M0056,Linear,1,Search
O00001000,M0827,Time Decay,21,Search
O00001001,M0529,Last Click,17,Search
O00001002,M0450,Last Click,0,Search
O00001003,M0782,Linear,17,Search
O00001005,M0485,Time Decay,25,Email
O00001007,M0652,Last Click,16,Email
O00001008,M0389,First Click,19,Search
O00001009,M0035,Linear,8,Affiliate
O00001011,M0331,Time Decay,14,Search
O00001012,M0670,First Click,9,Search
O00001013,M0011,Last Click,20,Social
O00001015,M0637,Last Click,2,Affiliate
O00001016,M0764,Time Decay,17,Email
O00001017,M0039,Last Click,22,Affiliate
O00001018,M0861,Time Decay,27,Email
O00001019,M0544,Linear,18,Affiliate
O00001024,M0945,Time Decay,8,Affiliate
O00001025,M0178,Last Click,21,Search
O00001028,M0013,Last Click,5,Search
O00001030,M0019,First Click,18,Search
O00001031,M0811,Time Decay,29,Affiliate
O00001032,M0921,First Click,18,Email
O00001033,M0943,Time Decay,21,Social
O00001035,M0243,First Click,25,Search
O00001038,M0835,Linear,1,Search
O00001039,M0684,First Click,26,Search
O00001040,M0419,Time Decay,24,Affiliate
O00001041,M0033,Linear,25,Search
O00001043,M0830,Linear,17,Affiliate
O00001045,M0781,Time Decay,2,Social
O00001047,M0131,First Click,22,Search
O00001048,M0370,Linear,4,Affiliate
O00001049,M0224,First Click,23,Social
O00001050,M0025,Linear,3,Email
O00001051,M0855,Linear,14,Social
O00001052,M0216,Linear,3,Search
O00001053,M0699,First Click,13,Affiliate
O00001054,M0809,Time Decay,3,Email
O00001055,M0004,Linear,17,Affiliate
O00001056,M0748,Linear,27,Affiliate
O00001057,M0746,Linear,13,Affiliate
O00001058,M0064,Last Click,23,Affiliate
O00001062,M0907,First Click,21,Email
O00001063,M0042,First Click,8,Email
O00001064,M0943,Time Decay,4,Social
O00001065,M0674,Time Decay,8,Search
O00001066,M0402,Time Decay,25,Social
O00001067,M0062,Linear,30,Social
O00001068,M0550,Time Decay,19,Email
O00001069,M0663,Time Decay,3,Search
O00001070,M0185,Last Click,30,Email
O00001071,M0432,Time Decay,25,Email
O00001073,M0636,Time Decay,26,Email
O00001075,M0059,First Click,9,Social
O00001076,M0910,First Click,15,Search
O00001077,M0794,Time Decay,30,Email
O00001078,M0048,Time Decay,30,Email
O00001079,M0433,First Click,10,Affiliate
O00001080,M0509,Time Decay,11,Search
O00001081,M0617,First Click,18,Social
O00001083,M0206,Last Click,30,Affiliate
O00001086,M0637,Linear,26,Affiliate
O00001087,M0526,Time Decay,21,Email
O00001088,M0046,Linear,7,Social
O00001089,M0880,First Click,22,Email
O00001090,M0810,Time Decay,2,Search
O00001091,M0695,Time Decay,18,Social
O00001092,M0519,Time Decay,17,Social
O00001093,M0508,Linear,22,Affiliate
O00001095,M0517,Last Click,3,Affiliate
O00001097,M0847,Linear,5,Search
O00001098,M0129,Last Click,18,Social
O00001100,M0518,Time Decay,30,Search
O00001103,M0339,Last Click,3,Search
O00001104,M0382,First Click,14,Social
O00001105,M0872,Time Decay,24,Email
O00001106,M0900,First Click,11,Search
O00001108,M0146,Linear,13,Social
O00001110,M0762,First Click,11,Email
O00001111,M0763,Time Decay,25,Affiliate
O00001112,M0769,Time Decay,11,Email
O00001113,M0642,Time Decay,23,Search
O00001114,M0508,Linear,2,Affiliate
O00001115,M0502,Last Click,0,Email
O00001117,M0964,First Click,29,Affiliate
O00001119,M0208,First Click,17,Email
O00001120,M0896,Time Decay,30,Affiliate
O00001121,M0389,Time Decay,20,Search
O00001122,M0348,Time Decay,12,Affiliate
O00001123,M0653,First Click,14,Email
O00001124,M0157,Time Decay,0,Search
O00001125,M0452,First Click,8,Affiliate
O00001128,M0713,Last Click,25,Email
O00001130,M0976,Linear,6,Social
O00001131,M0328,Linear,21,Affiliate
O00001133,M0532,Linear,19,Search
O00001134,M0975,Time Decay,18,Affiliate
O00001135,M0657,Linear,27,Search
O00001136,M0310,First Click,26,Search
O00001137,M0637,Linear,29,Affiliate
O00001138,M0075,Last Click,21,Search
O00001139,M0097,Last Click,7,Search
O00001140,M0727,First Click,11,Affiliate
O00001141,M0365,Time Decay,13,Affiliate
O00001142,M0668,Time Decay,13,Social
O00001143,M0424,First Click,17,Search
O00001144,M0990,Linear,4,Search
O00001145,M0185,Time Decay,19,Email
O00001146,M0539,Linear,30,Affiliate
O00001147,M0356,First Click,6,Social
O00001150,M0162,Time Decay,13,Social
O00001151,M0700,Time Decay,22,Email
O00001153,M0374,Last Click,18,Social
O00001154,M0530,First Click,9,Email
O00001155,M0897,First Click,17,Affiliate
O00001156,M0933,Time Decay,18,Email
O00001159,M0084,Last Click,18,Email
O00001160,M0950,Linear,17,Social
O00001162,M0201,Time Decay,17,Affiliate
O00001163,M0912,Time Decay,3,Social
O00001165,M0924,First Click,9,Email
O00001167,M0945,Linear,11,Affiliate
O00001169,M0964,Last Click,24,Affiliate
O00001171,M0480,Linear,27,Email
O00001172,M0639,Time Decay,5,Email
O00001173,M0755,First Click,26,Social
O00001174,M0371,Last Click,18,Affiliate
O00001175,M0008,Linear,19,Email
O00001176,M0937,Linear,22,Social
O00001177,M0854,Linear,30,Affiliate
O00001180,M0058,Last Click,4,Social
O00001186,M0054,First Click,7,Email
O00001187,M0092,Linear,26,Social
O00001188,M0209,Time Decay,15,Affiliate
O00001189,M0239,Linear,20,Social
O00001190,M0014,Time Decay,2,Social
O00001191,M0948,Last Click,12,Affiliate
O00001192,M0331,Linear,22,Search
O00001194,M0046,Time Decay,10,Social
O00001195,M0910,Last Click,23,Search
O00001197,M0840,Linear,27,Social
O00001198,M0992,Time Decay,6,Social
O00001201,M0539,Linear,26,Affiliate
O00001202,M0249,First Click,18,Search
O00001207,M0874,Time Decay,0,Affiliate
O00001208,M0839,First Click,14,Affiliate
O00001209,M0944,Time Decay,6,Email
O00001213,M0776,Linear,2,Social
O00001214,M0896,Linear,2,Affiliate
O00001215,M0813,First Click,1,Email
O00001216,M0127,Linear,23,Social
O00001217,M0650,First Click,13,Affiliate
O00001218,M0051,Last Click,0,Search
O00001219,M0363,Last Click,4,Social
O00001220,M0227,Time Decay,0,Email
O00001221,M0177,Linear,26,Affiliate
O00001222,M0333,Time Decay,22,Affiliate
O00001223,M0572,Last Click,7,Email
O00001224,M0386,Last Click,3,Search
O00001225,M0742,Linear,4,Affiliate
O00001226,M0873,First Click,20,Social
O00001228,M0976,Last Click,19,Social
O00001229,M0385,Time Decay,11,Affiliate
O00001231,M0728,First Click,29,Search
O00001232,M0944,Time Decay,27,Email
O00001233,M0167,Last Click,4,Social
O00001235,M0848,Time Decay,11,Email
O00001237,M0786,First Click,7,Email
O00001238,M0511,Last Click,7,Social
O00001239,M0272,Linear,24,Affiliate
O00001241,M0270,Linear,6,Email
O00001242,M0530,First Click,23,Email
O00001243,M0737,Last Click,25,Email
O00001246,M0934,Last Click,7,Search
O00001247,M0580,Last Click,16,Social
O00001249,M0924,Linear,29,Email
O00001250,M0044,Time Decay,27,Email
O00001252,M0739,First Click,24,Search
O00001253,M0241,Last Click,0,Search
O00001254,M0261,Last Click,8,Email
O00001255,M0623,Last Click,30,Search
O00001257,M0239,Time Decay,13,Social
O00001258,M0012,Last Click,20,Social
O00001259,M0922,First Click,8,Affiliate
O00001260,M0038,Last Click,16,Email
O00001263,M0057,Linear,12,Search
O00001264,M0356,Last Click,9,Social
O00001265,M0147,First Click,1,Affiliate
O00001266,M0989,Time Decay,3,Social
O00001267,M0250,Last Click,9,Affiliate
O00001268,M0856,First Click,3,Affiliate
O00001269,M0599,First Click,22,Search
O00001270,M0526,Time Decay,30,Email
O00001271,M0832,Linear,5,Affiliate
O00001272,M0681,Linear,23,Search
O00001275,M0624,Time Decay,8,Email
O00001276,M0470,Linear,22,Affiliate
O00001278,M0327,Time Decay,14,Social
O00001279,M0249,Last Click,15,Search
O00001281,M0967,First Click,8,Search
O00001284,M0034,Last Click,7,Search
O00001286,M0833,Last Click,7,Search
O00001287,M0912,Linear,12,Social
O00001289,M0962,Last Click,17,Social
O00001291,M0638,Time Decay,7,Affiliate
O00001292,M0292,Time Decay,29,Email
O00001294,M0434,Last Click,18,Social
O00001295,M0288,Last Click,5,Social
O00001296,M0938,Last Click,30,Affiliate
O00001297,M0312,Time Decay,27,Search
O00001298,M0248,Linear,10,Email
O00001299,M0524,Time Decay,0,Search
O00001300,M0359,Linear,18,Affiliate
O00001303,M0130,Linear,18,Social
O00001308,M0821,First Click,4,Search
O00001309,M0711,Time Decay,0,Social
O00001310,M0208,Linear,20,Email
O00001314,M0864,Time Decay,27,Search
O00001316,M0044,First Click,16,Email
O00001318,M0074,Last Click,4,Affiliate
O00001319,M0017,Last Click,1,Affiliate
O00001322,M0629,Linear,14,Social
O00001324,M0282,Last Click,16,Affiliate
O00001325,M0263,Time Decay,2,Social
O00001326,M0978,Last Click,13,Search
O00001327,M0582,First Click,7,Affiliate
O00001328,M0823,Linear,29,Affiliate
O00001330,M0062,Linear,10,Social
O00001331,M0756,First Click,2,Search
O00001333,M0067,Last Click,4,Social
O00001334,M0399,Time Decay,14,Affiliate
O00001335,M0302,Last Click,17,Affiliate
O00001336,M0265,First Click,14,Email
O00001337,M0117,Linear,27,Social
O00001338,M0719,First Click,25,Search
O00001339,M0991,Last Click,6,Email
O00001341,M0570,Last Click,22,Affiliate
O00001342,M0244,Linear,12,Social
O00001343,M0526,Linear,8,Email
O00001345,M0973,Time Decay,27,Affiliate
O00001346,M0095,First Click,3,Email
O00001347,M0298,First Click,3,Social
O00001348,M0341,First Click,4,Search
O00001349,M0861,Time Decay,11,Email
O00001350,M0282,Last Click,18,Affiliate
O00001351,M0343,Last Click,0,Search
O00001353,M0518,Time Decay,25,Search
O00001354,M0896,Linear,3,Affiliate
O00001355,M0512,Time Decay,1,Affiliate
O00001356,M0611,Time Decay,26,Social
O00001358,M0871,Time Decay,21,Social
O00001359,M0579,Linear,6,Affiliate
O00001361,M0552,Time Decay,28,Social
O00001362,M0387,First Click,20,Affiliate
O00001363,M0671,Time Decay,28,Affiliate
O00001364,M0350,Last Click,2,Social
O00001365,M0825,First Click,13,Search
O00001366,M0828,First Click,20,Email
O00001368,M0573,Last Click,12,Email
O00001370,M0370,Time Decay,11,Affiliate
O00001372,M0271,Time Decay,8,Affiliate
O00001373,M0330,Linear,19,Social
O00001374,M0065,Linear,1,Affiliate
O00001376,M0192,Linear,24,Search
O00001377,M0713,First Click,5,Email
O00001378,M0272,First Click,8,Affiliate
O00001379,M0791,Last Click,24,Search
O00001381,M0944,Time Decay,11,Email
O00001384,M0563,First Click,18,Email
O00001385,M0729,Linear,29,Email
O00001386,M0632,Linear,30,Affiliate
O00001387,M0257,First Click,18,Social
O00001392,M0126,First Click,15,Social
O00001393,M0014,Last Click,7,Social
O00001394,M0582,Last Click,16,Affiliate
O00001395,M0640,Linear,29,Affiliate
O00001396,M0993,First Click,10,Affiliate
O00001397,M0357,Linear,1,Search
O00001398,M0025,First Click,24,Email
O00001399,M0187,Linear,30,Email
O00001400,M0596,Time Decay,18,Social
O00001401,M0108,Linear,10,Email
O00001402,M0150,First Click,23,Social
O00001406,M0261,First Click,22,Email
O00001408,M0535,Linear,7,Affiliate
O00001409,M0674,First Click,12,Search
O00001410,M0679,Linear,4,Social
O00001411,M0113,Last Click,30,Social
O00001412,M0326,Time Decay,27,Email
O00001415,M0333,Linear,29,Affiliate
O00001417,M0458,Last Click,29,Affiliate
O00001418,M0806,Linear,23,Email
O00001419,M0153,Linear,10,Search
O00001420,M0144,Last Click,26,Affiliate
O00001421,M0655,Linear,14,Social
O00001422,M0034,First Click,7,Search
O00001423,M0705,Linear,8,Social
O00001426,M0248,Time Decay,23,Email
O00001427,M0284,First Click,28,Social
O00001428,M0740,Time Decay,11,Email
O00001429,M0690,Last Click,26,Search
O00001430,M0198,First Click,5,Email
O00001431,M0224,Last Click,9,Social
O00001432,M0684,Linear,30,Search
O00001433,M0896,Linear,5,Affiliate
O00001435,M0485,Last Click,17,Email
O00001438,M0730,Time Decay,22,Social
O00001439,M0114,First Click,19,Affiliate
O00001441,M0962,Last Click,10,Social
O00001442,M0316,First Click,13,Social
O00001443,M0165,Linear,21,Social
O00001444,M0704,First Click,3,Email
O00001445,M0903,Time Decay,4,Social
O00001446,M0964,Last Click,13,Affiliate
O00001447,M0079,Time Decay,6,Email
O00001448,M0771,First Click,5,Email
O00001449,M0347,Last Click,15,Affiliate
O00001451,M0200,Time Decay,15,Email
O00001452,M0451,Linear,2,Email
O00001453,M0884,Time Decay,5,Email
O00001454,M0006,Time Decay,11,Email
O00001455,M0257,Last Click,8,Social
O00001456,M0252,Linear,7,Affiliate
O00001458,M0517,First Click,24,Affiliate
O00001459,M0605,Last Click,2,Social
O00001460,M0129,Time Decay,24,Social
O00001461,M0903,Last Click,26,Social
O00001462,M0789,Time Decay,30,Email
O00001463,M0864,Time Decay,18,Search
O00001465,M0894,Last Click,12,Search
O00001467,M0065,First Click,3,Affiliate
O00001469,M0380,First Click,6,Social
O00001471,M0456,Time Decay,2,Social
O00001473,M0095,First Click,26,Email
O00001474,M0325,Linear,29,Social
O00001477,M0867,Time Decay,17,Affiliate
O00001478,M0921,Linear,16,Email
O00001479,M0513,Last Click,25,Affiliate
O00001480,M0360,Time Decay,3,Social
O00001481,M0372,First Click,18,Affiliate
O00001482,M0302,Last Click,29,Affiliate
O00001483,M0206,Last Click,25,Affiliate
O00001484,M0372,Linear,28,Affiliate
O00001485,M0602,Time Decay,20,Email
O00001486,M0183,Time Decay,1,Social
O00001487,M0932,Time Decay,4,Social
O00001488,M0871,Time Decay,1,Social
O00001489,M0348,Linear,22,Affiliate
O00001490,M0778,Time Decay,29,Search
O00001491,M0602,Linear,0,Email
O00001492,M0161,Linear,9,Email
O00001493,M0363,Time Decay,27,Social
O00001494,M0079,Last Click,27,Email
O00001495,M0139,Linear,23,Social
O00001496,M0098,Linear,8,Email
O00001498,M0484,Last Click,6,Search
O00001499,M0811,Time Decay,23,Affiliate
O00001500,M0460,Linear,26,Search
O00001501,M0744,First Click,2,Email
O00001502,M0219,Time Decay,4,Affiliate
O00001504,M0828,Last Click,5,Email
O00001505,M0647,First Click,26,Search
O00001506,M0062,Last Click,14,Social
O00001507,M0839,Linear,22,Affiliate
O00001508,M0979,Linear,26,Email
O00001509,M0901,Time Decay,20,Social
O00001511,M0641,First Click,11,Search
O00001512,M0509,Time Decay,5,Search
O00001514,M0346,Linear,11,Social
O00001515,M0565,Linear,23,Search
O00001517,M0037,Last Click,12,Search
O00001518,M0997,First Click,27,Social
O00001519,M0175,First Click,21,Search
O00001520,M0469,Time Decay,16,Social
O00001521,M0563,Last Click,15,Email
O00001523,M0161,Last Click,7,Email
O00001524,M0182,Linear,22,Affiliate
O00001526,M0096,Time Decay,28,Affiliate
O00001527,M0638,Linear,14,Affiliate
O00001528,M0501,Time Decay,9,Social
O00001529,M0800,Time Decay,18,Email
O00001530,M0045,Linear,17,Search
O00001531,M0817,Linear,9,Social
O00001532,M0493,Time Decay,2,Search
O00001533,M0003,Linear,20,Social
O00001534,M0246,Linear,8,Search
O00001535,M0726,Linear,6,Email
O00001536,M0297,First Click,28,Email
O00001537,M0591,Time Decay,21,Social
O00001538,M0489,First Click,23,Search
O00001539,M0675,Time Decay,9,Search
O00001540,M0150,Time Decay,12,Social
O00001541,M0589,Last Click,18,Search
O00001542,M0598,First Click,10,Affiliate
O00001544,M0745,Time Decay,29,Social
O00001546,M0786,Linear,27,Email
O00001547,M0486,First Click,9,Social
O00001548,M0056,First Click,23,Search
O00001549,M0858,First Click,30,Social
O00001550,M0979,Linear,20,Email
O00001551,M0918,Linear,7,Email
O00001553,M0895,Linear,11,Email
O00001554,M0030,Linear,14,Search
O00001556,M0891,Last Click,15,Affiliate
O00001558,M0803,Time Decay,16,Email
O00001559,M0049,Last Click,27,Search
O00001561,M0055,First Click,10,Email
O00001562,M0150,Time Decay,4,Social
O00001563,M0407,First Click,24,Social
O00001564,M0395,Linear,20,Search
O00001566,M0845,Last Click,0,Search
O00001567,M0140,First Click,24,Search
O00001569,M0189,First Click,15,Social
O00001572,M0217,Time Decay,20,Affiliate
O00001573,M0675,Time Decay,30,Search
O00001574,M0406,Last Click,1,Search
O00001575,M0793,Linear,30,Affiliate
O00001576,M0473,Linear,24,Social
O00001578,M0925,Last Click,20,Search
O00001580,M0648,Linear,9,Email
O00001581,M0570,Time Decay,16,Affiliate
O00001582,M0865,First Click,2,Search
O00001584,M0190,Linear,14,Affiliate
O00001586,M0718,Linear,13,Search
O00001589,M0432,Time Decay,11,Email
O00001591,M1000,Time Decay,0,Social
O00001592,M0845,First Click,6,Search
O00001594,M0510,First Click,3,Search
O00001595,M0863,Last Click,12,Affiliate
O00001597,M0350,Last Click,19,Social
O00001599,M0871,Last Click,1,Social
O00001600,M0021,Time Decay,14,Social
O00001601,M0070,Linear,15,Social
O00001602,M0947,First Click,22,Email
O00001603,M0913,Last Click,9,Email
O00001604,M0839,Last Click,21,Affiliate
O00001605,M0143,First Click,13,Search
O00001607,M0973,Last Click,9,Affiliate
O00001608,M0356,Last Click,15,Social
O00001609,M0460,First Click,24,Search
O00001610,M0815,First Click,11,Social
O00001611,M0288,Linear,5,Social
O00001612,M0838,Time Decay,29,Social
O00001613,M0350,Time Decay,10,Social
O00001614,M0105,Last Click,21,Search
O00001615,M0379,Last Click,26,Social
O00001616,M0420,Time Decay,4,Search
O00001619,M0697,Last Click,28,Email
O00001620,M0062,First Click,14,Social
O00001622,M0675,Time Decay,1,Search
O00001623,M0112,First Click,27,Search
O00001624,M0853,Linear,11,Email
O00001626,M0989,Last Click,3,Social
O00001629,M0544,First Click,21,Affiliate
O00001630,M0278,Linear,11,Search
O00001633,M0462,Last Click,11,Search
O00001635,M0796,Time Decay,12,Email
O00001637,M0671,Time Decay,22,Affiliate
O00001640,M0780,First Click,3,Social
O00001641,M0829,Last Click,30,Email
O00001643,M0560,Time Decay,25,Email
O00001644,M0241,Time Decay,5,Search
O00001645,M0334,Linear,19,Email
O00001646,M0549,First Click,15,Social
O00001648,M0215,Time Decay,14,Email
O00001649,M0970,Linear,20,Email
O00001650,M0323,First Click,30,Social
O00001651,M0617,Linear,16,Social
O00001652,M0924,Last Click,13,Email
O00001653,M0481,First Click,15,Email
O00001654,M0818,Time Decay,4,Social
O00001656,M0579,Last Click,0,Affiliate
O00001657,M0753,First Click,16,Email
O00001661,M0309,Time Decay,10,Social
O00001662,M0016,Linear,1,Affiliate
O00001663,M0961,Time Decay,12,Search
O00001665,M0849,Time Decay,25,Social
O00001666,M0942,Last Click,27,Affiliate
O00001667,M0926,Linear,3,Affiliate
O00001670,M0985,Time Decay,13,Search
